Puzzle 35	1,2,3,5,6,7,8,9,11,12,14,18,21,23,24
Puzzle 36	3,9,12,14,17,18,19,21,25
Puzzle 37	2,4,5,7,8,11,14,15,18,19,22,25
Puzzle 38	1,2,4,5,6,8,11,12,15,17,20,23,24
Puzzle 39	2,4,7,9,11,13,15,17,20,22,23,24
Puzzle 40	3,6,7,9,10,17,18,19,20,24,25
Puzzle 41	3,5,6,7,9,12,14,16,18,20,21,23
Puzzle 42	2,3,5,7,10,13,14,15,16,17,20,23
Puzzle 43	2,4,5,7,9,10,11,14,15,18,21,22
Puzzle 44	1,4,5,7,8,11,12,14,15,16,17,18,20,21,22,23,24
Puzzle 45	2,7,10,14,15,16,19,20,22,24,25,
Puzzle 46	1,3,6,7,9,10,11,12,16,21,22,24
Puzzle 47	1,2,3,4,5,6,9,10,14,16,17,19,23,25
Puzzle 48	1,5,7,8,9,10,11,12,17,19,20,22,25
Puzzle 49	1,2,5,9,11,12,14,17,19,21,22,24,25
Puzzle 50	2,3,4,6,7,8,10,12,15,16,17,18,22,24
Puzzle 51	1,3,4,5,7,8,9,10,12,14,18,19,22,23,24,25
Puzzle 52	1,2,3,4,6,7,8,9,11,14,16,17,18,19,20,21,22,23,25
Puzzle 53	1,2,3,7,8,9,10,11,12,13,15,16,18,23,25
Puzzle 54	3,5,6,7,12,14,15,16,17,20,23
Puzzle 55	3,5,6,7,11,12,14,15,16,20,22,23
Puzzle 56	1,4,6,7,9,11,13,15,16,17,20,21,23,24
Puzzle 57	1,2,4,5,10,11,12,14,15,16,22,23,25
Puzzle 58	2,4,7,8,9,11,13,15,16,17,19,22,24
Puzzle 59	1,2,4,5,7,9,10,11,14,15,20,21,23
Puzzle 60	1,2,4,5,8,11,14,15,16,18,20,21,23
Puzzle 61	1,4,6,7,9,15,16,18,24
Puzzle 62	3,4,5,7,8,9,10,11,13,15,17,18,19,20,23,24,25
Puzzle 63	1,2,3,5,6,7,8,9,10,12,14,16,18,19,21,23
Puzzle 64	2,3,4,5,6,9,10,11,12,13,14,15,17,18,19,21
Puzzle 65	2,5,7,8,9,10,11,12,13,14,19,20,22,23,24,25
Puzzle 66	1,3,4,5,6,8,9,13,14,15,16,17,18,20,21,22,23,24
Puzzle 67	5,8,9,11,12,14,15,19,20,21,23,24,25
Puzzle 68	2,3,5,6,8,12,14,15,17,18,20,21,22,23,24
Puzzle 69	2,5,8,9,10,15,16,17,18,19,23,24
Puzzle 70	1,3,4,6,10,11,12,13,15,22
Puzzle 71	3,9,10,12,15,17,18,20,21,23,24
Puzzle 72	5,6,8,9,11,12,16,17,18,20,21,22,25
Puzzle 73	1,2,4,5,6,7,9,10,11,12,14,15,21,22,24,25
Puzzle 74	1,3,7,9,10,12,16,17,19,21,22,24,25
Puzzle 75	2,3,6,9,10,11,13,16,20,21,22,23,24,25
Puzzle 76	1,3,4,5,6,8,10,11,13,14,16,17,18,19,21,22,23,24
Puzzle 77	4,6,8,9,13,14,15,18,22,23
Puzzle 78	1,2,4,5,8,10,11,12,15,18,20,22
Puzzle 79	2,8,14,16,17,20,23
Puzzle 80	1,3,4,6,8,10,13,14,15,16,17,18,20,21,22,24,25
Puzzle 81	1,2,3,4,6,7,8,9,13,14,16,20,22,23,25
Puzzle 82	1,2,3,4,10,11,12,15,16,17,18,21,24
Puzzle 83	2,3,4,5,7,8,9,10,12,13,16,17,19,20,22,23,25
Puzzle 84	1,2,3,4,5,6,10,11,13,16,17,18,19,20,21,22,23,24
Puzzle 85	2,3,4,5,7,8,10,11,14,18,19,21
Puzzle 86	1,2,3,4,6,7,8,12,15,18,20,21,22,23,24
Puzzle 87	3,6,10,11,12,13,14,15,19,20,21,22,24,25
Puzzle 88	2,3,8,9,11,15,16,19,22,24,25
Puzzle 89	2,4,7,9,10,11,13,15,17,18,19,22,24
Puzzle 90	3,5,7,8,12,13,15,20,22
Puzzle 91	3,5,6,8,11,12,13,15,16,18,19,20,21,22
Puzzle 92	2,4,7,9,11,12,13,15,18,20,21,22,23,24
Puzzle 93	2,3,5,6,8,9,10,11,13,14,15,18,19,21,23
Puzzle 94	3,4,5,7,8,10,11,14,15,19,21,23
Puzzle 95	3,6,7,9,13,14,18,19,20,22
Puzzle 96	1,2,4,5,6,8,10,11,12,13,14,15,16,17,18,20,21,23,24
Puzzle 97	4,6,11,12,13,14,15,18,20,23,24
Puzzle 98	2,3,4,7,10,11,18,19,20,22,23,24,25
Puzzle 99	3,4,10,16,17,18,19,20,22,24,25
Puzzle 100	1,2,3,4,5,6,7,9,10,11,12,14,15,16,18,21,22
Puzzle 101	1,2,5,8,10,11,12,14,15,16,18,20,21,22,23,25
Puzzle 102	1,4,5,6,8,11,12,13,14,17,20,22,25
Puzzle 103	1,2,4,5,6,8,9,10,11,12,13,14,15,16,22,23,25
Puzzle 104	1,6,8,10,11,12,13,14,15,16,18,21,22,23,24
Puzzle 105	1,2,4,6,7,8,10,11,13,14,15,16,17,21,24
Puzzle 106	2,3,6,7,8,10,17,19,22,23,24,25
Puzzle 107	1,2,4,6,7,8,9,11,14,15,17,19,22,25
Puzzle 108	2,3,5,8,10,11,15,20,21,24
Puzzle 109	1,2,3,4,5,6,7,8,9,10,11,16,20,22,23,24,25
Puzzle 110	3,4,6,7,9,11,13,15,16,18,21,24,25
Puzzle 111	2,3,5,9,11,13,17,22,23,24,25
Puzzle 112	5,6,8,14,15,16,20,22,23
Puzzle 113	4,6,7,13,14,16,18,19,24,25
Puzzle 114	1,4,5,7,8,14,16,17,19,23,24,25
Puzzle 115	1,2,3,4,6,7,10,11,15,16,18,23,25
Puzzle 116	3,5,6,7,9,10,11,17,20,22,23,24
Puzzle 117	1,4,5,7,9,13,17,20,21
Puzzle 118	2,4,7,8,9,11,15,18,19,21,25
Puzzle 119	2,6,9,10,14,17,18,19,20,22,24
Puzzle 120	1,2,4,5,7,10,13,15,16,17,18,20,22
Puzzle 121	1,3,6,10,12,14,15,18,19,21,24
Puzzle 122	1,3,4,8,9,10,11,12,13,15,16,18,22,23,24,25
Puzzle 123	1,2,3,6,7,8,10,14,16,18,19,21,22,23,25
Puzzle 124	1,3,4,5,7,9,10,13,15,16,20,21,23,24
Puzzle 125	1,8,10,13,14,19,22,25
Puzzle 126	2,6,7,8,9,10,11,13,14,16,18,19,21,23,24,25
Puzzle 127	3,6,7,8,10,12,14,15,16,17,23,24
Puzzle 128	2,10,11,12,13,15,16,19,21,22,23
Puzzle 129	1,2,3,6,8,9,11,12,14,15,16,17,21,23,25
Puzzle 130	1,2,4,5,6,7,9,10,11,14,16,18,19,20,22,23,24
Puzzle 131	1,5,8,9,10,11,13,14,16,17,18,21,22,24,25
Puzzle 132	1,2,6,8,9,10,11,13,16,17,18,19,21,22,23,24
Puzzle 133	1,2,4,8,9,10,12,13,14,15,16,19,20,21,22,23,24,25
Puzzle 134	2,6,7,9,12,13,14,18,20,21,23,24,25
Puzzle 135	1,2,3,4,5,6,8,10,11,12,13,14,15,16,17,19,20,21,22,24,25
Puzzle 136	1,2,3,4,6,8,10,11,12,13,15,16,18,21,23,25
Puzzle 137	2,4,5,9,12,15,20,21,22,23,24
Puzzle 138	1,3,6,7,9,11,12,14,16,18,19,21,23,25
Puzzle 139	4,5,6,7,8,10,12,13,14,15,16,17,18,20,23,24
Puzzle 140	2,7,10,11,13,14,15,16,19,21,22,23
Puzzle 141	2,3,5,7,8,12,13,14,15,16,17,19,20,22,24,25
Puzzle 142	1,2,3,4,6,7,8,11,12,13,15,21,23,24
Puzzle 143	2,4,7,9,11,18,20,22
Puzzle 144	1,2,4,5,9,10,11,12,14,15,16,17,19,22,23,25
Puzzle 145	5,6,8,9,10,11,12,13,14,15,16,18,19,21,23
Puzzle 146	1,2,3,4,5,6,7,8,9,12,13,15,16,19,21,23,24
Puzzle 147	2,5,6,8,9,11,12,13,15,17,18,19,20,21,22,24
Puzzle 148	1,2,3,4,5,6,7,9,10,12,14,15,17,18,19,20,22,23
Puzzle 149	1,2,4,5,6,7,9,10,11,13,14,15,16,17,18,24
Puzzle 150	2,4,6,7,8,10,11,14,17,19,22,25
Puzzle 151	1,2,4,5,6,7,9,10,12,15,16,18,19,20,21,23,25
Puzzle 152	3,5,6,7,9,10,14,17,21,25
Puzzle 153	1,3,4,5,7,8,9,10,12,13,14,16,17,18,21,22,23,25
Puzzle 154	1,3,4,5,7,8,9,10,12,13,14,17,22,24,25
Puzzle 155	2,6,10,11,13,14,15,16,18,19,21,23,24
Puzzle 156	5,6,8,11,12,15,16,21,23,24
Puzzle 157	1,2,4,6,11,13,14,15,16,17,19,20,21,23,24
Puzzle 158	4,6,7,8,10,13,14,15,16,17,18,23,24
Puzzle 159	1,2,5,7,8,11,15,20,21,23
Puzzle 160	3,6,7,10,11,12,14,16,18,19,25
Puzzle 161	2,8,11,14,20,21,23
Puzzle 162	2,7,10,15,16,18,22,25
Puzzle 163	3,6,7,9,10,11,18,20,22,23
Puzzle 164	6,7,8,10,11,12,13,15,18,19,20,21,23,24,25
Puzzle 165	1,3,5,6,13,14,15,16,18,19
Puzzle 166	1,2,5,7,8,9,12,13,15,16,17,18,19,20,24
Puzzle 167	3,9,10,11,12,14,15,18,21,23,25
Puzzle 168	2,3,7,8,9,10,11,15,16,17,18,20,21,22,23,24
Puzzle 169	2,4,7,9,11,12,13,15,16,22,24,25
Puzzle 170	1,3,4,5,9,10,11,13,14,16,18,20,23,24
Puzzle 171	1,2,3,5,6,12,13,14,15,17,18,19,22,25
Puzzle 172	2,3,6,7,9,10,12,15,17,18,22,23,24,25
Puzzle 173	1,4,9,13,15,16,17,20,22,23
Puzzle 174	1,4,6,9,12,13,15,16,18,22,24
Puzzle 175	2,3,4,5,7,8,12,15,19,20,22
Puzzle 176	1,3,7,9,10,12,14,16,17,18,20,21,22,25
Puzzle 177	3,7,9,13,14,15,17,20,21,23,24
Puzzle 178	1,2,4,5,6,9,13,15,16,19,21,22,23,24
Puzzle 179	1,2,5,8,9,11,12,13,14,15,16,18,20,21,22,25
Puzzle 180	1,3,5,6,9,10,12,16,18,19,20,22,23,24,25
Puzzle 181	2,5,7,8,9,10,11,13,14,15,18,19,20,21,23,24,25
Puzzle 182	2,4,7,10,12,13,20,21,23
Puzzle 183	1,3,5,6,7,12,17,19,20,22,23
Puzzle 184	5,6,8,9,12,14,15,17,18,20,21,22
Puzzle 185	3,6,10,12,13,14,17,18,20,21,22,23,24,25
Puzzle 186	1,3,4,5,6,7,8,9,10,12,15,20,21,22,24
Puzzle 187	4,5,7,14,15,17,20,21,23,24
Puzzle 188	1,2,3,4,6,7,13,14,15,20,21,22,23,24
Puzzle 189	1,2,4,5,6,9,11,12,13,14,15,17,23
Puzzle 190	1,2,3,4,5,6,7,8,9,15,16,17,21,22,23,24
Puzzle 191	3,5,7,9,11,15,19,21,23
Puzzle 192	1,7,9,11,13,15,18,19,20,22,23
Puzzle 193	1,4,7,9,12,15,16,18,19,20,21,25,
Puzzle 194	1,2,3,4,6,7,8,11,13,15,16,19,22,24,25,
Puzzle 195	2,3,4,5,6,8,10,11,12,14,15,17,18,20,22,24,25,
Puzzle 196	1,2,3,6,8,9,11,14,15,16,18,23,25,
Puzzle 197	1,2,4,5,6,8,9,10,11,12,13,15,16,19,21,24,25,
Puzzle 198	1,2,3,5,6,7,8,11,12,13,17,23,24,
Puzzle 199	2,5,7,11,16,19,20,22,23,
Puzzle 200	1,6,7,8,10,11,12,13,15,16,17,19,21,22,23,24,25,
Puzzle 201	3,4,5,6,8,10,12,13,14,20,23,24,25
Puzzle 202	2,5,9,10,12,14,15,16,17,18,22,23,24,25
Puzzle 203	1,4,5,6,8,11,12,13,17,18,19,22,24,25
Puzzle 204	2,3,4,5,7,12,14,15,16,18,19,20,21,23,25
Puzzle 205	1,4,5,7,8,9,11,13,14,16,17,19,20,23,24
Puzzle 206	1,2,5,6,7,10,11,16,17,19,20,21,23,24
Puzzle 207	4,6,8,11,13,16,17,20,21,23,24
Puzzle 208	1,3,5,7,12,14,16,18,19,23
Puzzle 209	1,2,3,7,8,12,18,19,22,23,24,25
Puzzle 210	1,2,5,6,9,11,13,15,20,21,22,23,24
Puzzle 211	3,4,9,12,14,17,18,20,21,23,24,25
Puzzle 212	2,4,6,7,9,11,14,18,20,22,25
Puzzle 213	1,2,3,4,7,11,13,15,16,17,19,25
Puzzle 214	2,3,4,5,9,10,14,15,16,19,20,21
Puzzle 215	1,4,5,6,8,11,15,16,17,18,19,21,22,25
Puzzle 216	4,6,7,8,10,11,13,14,15,16
Puzzle 217	5,7,13,14,16,20,21,22,23,24,25
Puzzle 218	1,3,6,10,11,12,14,15,16,17,19,20,22,23,24,25
Puzzle 219	2,8,11,13,15,18,23,25
Puzzle 220	2,4,7,10,11,12,14,17,21,22,24
Puzzle 221	1,2,3,5,6,7,8,9,13,14,16,17,18,19,21,23,25
Puzzle 222	2,4,8,9,14,15,17,19,22,25
Puzzle 223	4,10,11,13,14,15,16
Puzzle 224	3,6,7,9,10,12,14,17,20
Puzzle 225	1,3,9,13,14,15,17,18,21,22,23,25
Puzzle 226	5,6,9,10,12,13,17,19,21,24
Puzzle 227	3,4,5,7,8,9,11,12,13,15,19,23,24
Puzzle 228	3,4,5,6,7,8,16,19,20,21,23,24
Puzzle 229	2,4,5,7,8,10,11,12,13,15,17,18,21,25
Puzzle 230	1,3,5,7,10,11,12,13,15,16,18,23,25
Puzzle 231	1,2,4,5,8,10,11,13,14,15,17,20,23,24
Puzzle 232	2,3,5,8,11,13,14,15,17,18,20,21,23,24,25
Puzzle 233	1,2,4,5,6,7,9,10,11,12,13,14,15,17,20,21,23,25
Puzzle 234	1,2,6,7,8,9,10,11,14,15,16,22,24,25
Puzzle 235	3,6,7,9,10,11,14,17,18,20,21,22
Puzzle 236	1,3,4,7,8,10,12,13,14,15,17,18,19,25
Puzzle 237	1,3,4,5,8,9,11,13,15,16,19,23,24
Puzzle 238	1,2,4,6,8,11,14,15,16,17,18,19,20,21,22,24,25
Puzzle 239	1,4,6,7,10,13,15,16,17,18,19,21,22,23,25
Puzzle 240	1,3,5,7,8,12,13,17,18,21,22,23,25
Puzzle 241	1,3,4,5,10,12,13,14,15,16,17,18,20,21,22,23,24,25
Puzzle 242	2,4,5,6,7,8,11,12,13,14,15,20,21,22,23,24
Puzzle 243	1,3,4,6,10,11,12,14,17,19,20,22,23
Puzzle 244	3,6,7,8,9,12,16,17,18,19,20,24
Puzzle 245	1,2,3,4,5,6,7,9,10,11,12,15,16,18,21
Puzzle 246	2,6,9,10,11,13,14,16,17,18,20,21
Puzzle 247	5,6,7,8,10,12,13,14,15,16,17,18,21,22,24,25
Puzzle 248	2,5,6,8,10,11,12,15,17,18,20,21,22,25
Puzzle 249	4,6,7,11,15,16,17,18,20,21,23
Puzzle 250	4,6,9,11,12,13,15,17,20,21,23,24
Puzzle 251	3,5,6,10,11,12,17,19,20,22,24,25
Puzzle 252	1,3,6,7,9,11,12,14,15,17,23,24
Puzzle 253	2,4,5,7,10,12,13,18,20,22,24
Puzzle 254	1,3,5,6,9,12,14,18,19,21,24
Puzzle 255	3,4,5,6,7,8,9,10,12,16,17,19,23,25
Puzzle 256	1,2,4,5,6,11,12,13,15,16,18,20,21,22,23,24
Puzzle 257	3,4,5,6,9,10,11,13,15,19,20,22,25
Puzzle 258	1,2,3,4,5,6,8,10,11,12,16,20,21,22,23
Puzzle 259	1,2,3,4,5,6,7,8,9,11,13,14,16,19,20,22,23,24
Puzzle 260	4,9,11,13,14,15,16,17,18,23,24,25
Puzzle 261	1,2,4,12,14,19,20,21,22,23,24
Puzzle 262	1,2,3,5,6,7,14,17,18,19,21,24
Puzzle 263	1,2,3,4,6,8,9,10,11,12,14,15,17,20,21,22,23,24
Puzzle 264	2,4,5,6,7,8,11,13,15,18,21,22,23,24
Puzzle 265	6,7,8,9,10,11,17,19,22,23
Puzzle 266	1,2,4,8,10,11,12,15,17,20,22,24
Puzzle 267	1,2,4,6,8,9,10,11,12,14,15,17,20,22,24,25
Puzzle 268	1,3,6,10,12,14,16,20,23,25
Puzzle 269	1,3,5,6,7,10,12,15,17,18,19,20,22,25
Puzzle 270	1,2,4,5,8,12,13,14,15,18,20,22,24,25
Puzzle 271	2,4,5,6,9,10,11,17,20,21,25
Puzzle 272	3,6,7,10,11,12,14,16,18,23,24
Puzzle 273	2,4,5,8,11,15,16,20,21,22,23,24
Puzzle 274	3,5,6,7,8,9,12,13,14,17,18,19,21
Puzzle 275	1,2,3,4,6,7,8,10,12,13,14,16,18,19,20,21,24,25
Puzzle 276	2,3,4,5,6,11,14,15,17,18,19,20,23
Puzzle 277	2,4,5,6,8,9,10,12,13,14,15,16,17,21,23,25
Puzzle 278	1,2,4,5,10,11,13,14,15,16,17,18,20,24
Puzzle 279	2,4,5,6,7,8,9,12,13,14,19,20,21,23
Puzzle 280	2,5,6,8,10,12,14,18,21,22,23,24,25
Puzzle 281	1,2,3,4,8,11,12,13,14,15,19,22,23
Puzzle 282	4,5,7,9,10,14,18,20,21,23
Puzzle 283	1,2,3,4,5,6,7,8,12,14,16,17,21,22,23
Puzzle 284	1,4,8,9,11,15,22,23,25
Puzzle 285	2,3,7,10,11,13,15,17,18,21,22,23,25
Puzzle 286	2,7,9,10,11,12,13,14,15,16,17,18,19,20,24
Puzzle 287	2,3,4,5,8,12,14,15,17,18,22,24
Puzzle 288	8,9,11,13,14,15,17,18,23,25
Puzzle 289	2,3,5,6,8,9,10,11,14,15,16,18,21,22,23,25
Puzzle 290	1,2,3,5,6,7,10,11,13,16,18,19,20
Puzzle 291	1,2,4,8,11,12,15,17,18,19,21,24
Puzzle 292	1,2,6,7,8,9,10,13,14,15,16,17,18,20,21,22,23,24,25
Puzzle 293	2,4,6,7,8,11,13,18,19,20,21,22,23,24
Puzzle 294	6,7,8,9,10,13,18,19,20,21,22
Puzzle 295	1,3,5,7,11,14,15,18,20,23,24
Puzzle 296	1,4,9,10,11,13,14,16,17,18,20,21,22,23,24,25
Puzzle 297	2,3,4,5,6,7,12,14,17,18,21,22,25
Puzzle 298	3,4,5,6,8,10,11,12,13,16,17,19,20,23
Puzzle 299	2,4,7,8,9,10,11,14,15,16,17,18,19,21,24,25
Puzzle 300	1,2,3,5,8,10,11,12,13,15,18,20,22,23,24
Puzzle 301	1,3,4,5,7,8,10,11,12,13,14,20,23,24,25
Puzzle 302	2,4,8,9,14,15,17,19,20,22,24
Puzzle 303	2,5,9,13,15,17,18,21,23
Puzzle 304	1,2,3,4,5,8,9,10,11,13,15,17,18,22,24
Puzzle 305	4,8,11,12,13,14,16,17,18,21,22,23,24,25
Puzzle 306	1,5,8,9,10,11,12,16,17,18,19,20,23
Puzzle 307	1,3,4,6,7,8,10,11,13,16,18,19,20,21,22,23,24
Puzzle 308	1,3,4,8,9,12,13,14,17,18,19,21,22,24,25
Puzzle 309	1,2,6,8,10,13,16,20
Puzzle 310	1,2,3,5,6,11,12,14,15,17,18,22,24,25
Puzzle 311	3,4,5,6,7,8,9,10,14,15,16,18,20
Puzzle 312	1,2,6,8,9,10,12,14,16,17,18,21,25
Puzzle 313	2,5,6,7,9,10,11,12,15,17,18,19,20,22,24,25
Puzzle 314	1,3,4,7,8,9,14,15,17,19,22,25
Puzzle 315	1,3,7,8,11,12,16,20,21,22,24
Puzzle 316	1,2,3,5,6,7,8,9,11,13,14,16,20,22,23
Puzzle 317	1,2,3,5,6,7,8,12,17,18,22,23,25
Puzzle 318	1,3,5,7,8,10,13,16,17,18,21,22,23,24,25
Puzzle 319	5,7,14,19,20,21,22,24,25
Puzzle 320	2,4,5,7,8,10,12,13,15,16,18,25
Puzzle 321	3,4,8,10,11,17,20,22,23,25
Puzzle 322	1,2,3,5,6,7,13,14,15,16,19,20,22
Puzzle 323	1,2,4,11,12,13,15,16,17,18,21,22
Puzzle 324	1,3,4,7,9,12,14,15,20,21
Puzzle 325	1,2,3,9,13,14,15,17,20,21,24
Puzzle 326	3,5,6,10,11,12,13,15,16,19,20,21,22,24,25
Puzzle 327	2,4,5,6,7,8,11,13,20,21,23,24
Puzzle 328	5,9,11,12,13,15,16,17,18,20,23,24,25
Puzzle 329	1,2,3,4,5,6,8,9,11,12,13,14,15,16,18,20,22,23,25
Puzzle 330	1,4,5,8,9,16,17,18,19,20,24
Puzzle 331	1,4,6,7,8,12,13,14,15,16,22
Puzzle 332	2,3,5,9,10,16,18,20,22,24
Puzzle 333	3,4,6,7,9,10,12,16,21,25
Puzzle 334	1,4,5,9,12,13,14,15,16,17,18,19,20,24,25
Puzzle 335	5,6,7,9,11,15,18,19,20,21,23
Puzzle 336	1,2,6,7,8,10,11,13,14,15,16,17,19,21,22,24
Puzzle 337	1,2,4,5,6,12,14,15,21
Puzzle 338	2,4,7,8,9,10,13,15,17,19,21,23
Puzzle 339	1,2,4,6,9,11,13,14,17,23,25
Puzzle 340	2,4,5,6,8,11,12,15,16,17,18,19,20,21,23,24
Puzzle 341	2,4,5,6,9,11,12,14,15,17,18,20,21,22,25
Puzzle 342	1,4,5,6,7,12,13,15,19,20,22,23,24,25
Puzzle 343	2,3,5,6,9,11,12,13,14,15,18,21,22,23
Puzzle 344	2,4,6,11,12,14,15,17,18,22,24
Puzzle 345	1,2,3,8,9,10,11,12,13,14,16,17,18,20,23,24
Puzzle 346	3,4,6,8,9,10,11,12,13,19,20,22,24,25
Puzzle 347	1,3,4,9,10,13,14,16,17,18,22,23
Puzzle 348	2,4,8,17,18,20,21,23,25
Puzzle 349	2,4,9,10,13,16,17,19,21,23,24
Puzzle 350	2,3,4,5,6,8,12,13,14,16,17,19,20,21,23
Puzzle 351	2,3,4,5,7,8,13,14,15,16,18,23,24
Puzzle 352	4,5,6,8,10,13,15,20,21,22,23,25
Puzzle 353	1,7,8,9,14,18,20,21,22,23
Puzzle 354	2,4,5,6,9,10,16,20,25
Puzzle 355	3,6,10,11,15,16,17,18,21,24
Puzzle 356	2,4,5,6,7,8,11,12,13,14,15,20,22,23,24,25
Puzzle 357	1,2,3,5,8,9,11,12,13,14,15,17,18,20,21,24,25
Puzzle 358	1,3,4,5,6,9,10,13,19,20,22
Puzzle 359	7,8,10,11,12,14,17,21,24,25
Puzzle 360	1,2,3,5,6,8,11,21,23,25
Puzzle 361	1,3,5,7,8,9,11,12,13,14,16,17,18,24
Puzzle 362	2,4,5,6,8,9,10,12,13,14,16,17,19,20,21,23
Puzzle 363	1,4,5,11,13,18,19,21,22
Puzzle 364	1,2,5,6,7,8,9,11,13,15,16,18,19,24
Puzzle 365	2,6,9,10,13,14,15,17,18,22,24,25
Puzzle 366	1,6,9,10,14,17,19,21,23,25
Puzzle 367	1,4,5,8,10,11,15,17,20,23,24
Puzzle 368	1,2,4,5,6,8,9,10,11,12,13,14,15,19,21,24
Puzzle 369	1,7,8,10,15,21,22,23,24,25
Puzzle 370	3,5,6,11,12,14,15,19,20,22
Puzzle 371	2,3,6,8,11,14,16,18,21,22,23,25
Puzzle 372	2,6,8,9,10,12,20,21,23,24
Puzzle 373	3,4,5,6,10,17,20,21,23,25
Puzzle 374	1,4,6,8,9,11,13,14,16,17,18,22,25
Puzzle 375	2,3,6,7,10,11,16,17,20,21,24
Puzzle 376	1,3,4,7,11,15,17,18,19,20,22,24
Puzzle 377	1,3,4,9,11,13,15,17,18,20,22,23,25
Puzzle 378	2,4,9,10,14,15,18,21,23,24
Puzzle 379	3,4,5,6,7,8,12,15,16,18,20,21,22
Puzzle 380	3,5,6,7,9,10,14,15,16,17,18,19,20,21
Puzzle 381	1,7,8,9,10,11,13,15,16,17,18,19,20,23,25
Puzzle 382	3,5,6,12,13,14,15,17,18,20,23
Puzzle 383	2,4,7,8,10,12,13,14,18,19,21,24
Puzzle 384	1,5,7,8,9,10,11,13,14,17,19,22,23,25
Puzzle 385	2,4,5,7,8,9,10,12,14,15,16,19,20,22,25
Puzzle 386	1,3,5,6,10,12,14,16,21,23,24
Puzzle 387	2,8,10,15,19,21,23,24
Puzzle 388	1,4,6,7,9,10,12,14,15,17,20,22,23,24,25
Puzzle 389	1,2,3,4,6,10,11,13,14,15,16,17,18,19,21,25
Puzzle 390	1,2,4,6,7,8,9,10,12,15,17,19,20,22,24,25
Puzzle 391	1,3,5,7,9,10,11,13,18,19,20,23,25
Puzzle 392	1,2,4,5,8,9,13,16,17,18,23
Puzzle 393	2,5,6,11,13,15,16,17,21,23,25
Puzzle 394	2,4,5,9,11,12,13,15,16,18,19,20,22,24
Puzzle 395	2,5,8,10,11,12,13,16,20,22,25
Puzzle 396	1,2,4,5,8,9,10,12,15,17,19,20,22,23,24
Puzzle 397	1,2,3,4,6,7,11,14,18,19,23,25
Puzzle 398	5,8,9,11,15,16,17,19,25
Puzzle 399	1,4,6,9,10,12,13,15,16,18,21,23,25
Puzzle 400	2,3,6,9,10,11,12,15,17,19,22,25
Puzzle 401	2,4,5,8,10,11,12,13,14,20,23,24,25
Puzzle 402	2,6,8,9,10,11,14,16,17,19,22,23,24,25
Puzzle 403	5,6,8,9,13,14,17,18,20,21,23,25
Puzzle 404	2,3,7,10,12,13,15,19,21,22,23,24
Puzzle 405	1,2,6,8,9,10,12,16,18,20,22,23
Puzzle 406	3,4,6,8,10,11,21,22,24,25
Puzzle 407	2,3,4,7,8,10,11,12,14,15,16,17,18,20,22,23,25
Puzzle 408	3,5,6,7,9,12,14,17,18,21,22,23,24
Puzzle 409	1,2,3,7,8,9,10,11,12,15,17,18,19,20,21,24,25
